EmployeeID,Age,Gender,EducationLevel,Department,JobRole,OfficeLocation,YearsAtCompany,TotalWorkingYears,MonthlyIncomeUSD,TrainingHoursLastYear,ProjectsCompletedLastCycle,LastPerformanceRating,SatisfactionScore,WorkLifeBalanceScore,OverTimeHoursLastMonth,PromotionLast2Years,AvgDailyCommuteTimeMin,TechnicalSkillScore,SoftSkillScore,EngagementSurveyScore,NumDirectReports,PerformanceScoreOutOf100,LeftCompanyWithinYear
EMP0746,45,Male,Master's,Marketing,Associate,HQ-CityA,22,22,8563,140,5,4,3.0,4,27,0,70.0,52,95,4.0,0,44,0
EMP0747,28,Female,Bachelor's,Engineering,Senior Engineer,Remote,3,11,5361,60,7,4,4.0,1,17,0,0.0,70,70,3.3,0,46,0
EMP0748,45,Female,Bachelor's,HR,Senior Engineer,Branch-CityC,22,31,9588,175,2,3,1.0,1,23,0,58.0,97,59,3.4,0,51,1
EMP0749,36,Male,Master's,Marketing,Analyst,Branch-CityC,12,14,6424,169,3,3,3.0,2,9,0,23.0,73,90,3.6,0,49,0
EMP0750,30,Female,Master's,Finance,Engineer,Branch-CityC,8,10,6499,170,4,3,3.0,2,37,0,54.0,40,84,4.5,0,45,0
EMP0751,24,Male,Bachelor's,Finance,Specialist,Branch-CityB,3,5,5251,157,6,5,1.0,4,3,0,59.0,52,73,3.2,0,32,1
EMP0752,32,Female,High School,Finance,Engineer,Branch-CityC,3,8,4940,111,5,5,1.0,1,60,0,50.0,85,82,5.0,0,57,1
EMP0753,55,Male,Bachelor's,Sales,Manager,Branch-CityC,0,12,6964,19,4,3,3.0,1,44,0,19.0,82,59,3.7,5,58,0
EMP0754,42,Female,Bachelor's,Finance,Director,Branch-CityB,15,24,8504,18,1,3,3.0,2,10,0,61.0,90,58,4.3,4,54,0
EMP0755,25,Female,Bachelor's,Sales,Associate,HQ-CityA,3,10,5914,113,2,4,2.0,3,25,1,19.0,80,71,4.1,0,50,0
EMP0756,42,Male,Bachelor's,Marketing,Associate,Branch-CityC,6,16,6901,44,0,3,3.0,3,45,0,17.0,66,77,4.0,0,43,0
EMP0757,29,Male,High School,HR,Manager,HQ-CityA,0,6,5856,53,2,4,3.0,4,11,0,45.0,72,52,3.5,3,33,0
EMP0758,44,Female,PhD,HR,Analyst,HQ-CityA,4,9,5956,152,4,3,3.0,2,16,0,57.0,62,75,4.6,0,37,0
EMP0759,30,Male,Bachelor's,Marketing,Manager,HQ-CityA,2,8,5806,130,2,3,1.0,2,13,0,76.0,87,81,4.5,4,50,1
EMP0760,34,Female,Bachelor's,Finance,Specialist,Remote,3,7,6017,65,5,5,3.0,4,31,0,0.0,87,91,4.1,0,55,0
EMP0761,55,Male,Bachelor's,Sales,Analyst,HQ-CityA,5,16,6667,106,3,4,3.0,2,7,0,86.0,74,54,3.3,0,48,0
EMP0762,32,Male,Bachelor's,Operations,Senior Engineer,Branch-CityB,7,17,6567,97,6,3,4.0,2,9,0,47.0,71,63,3.2,0,50,0
EMP0763,51,Female,Master's,Engineering,Specialist,HQ-CityA,21,23,8574,102,3,4,3.0,3,10,0,60.0,44,72,4.1,0,37,0
EMP0764,46,Female,PhD,Engineering,Specialist,HQ-CityA,20,21,7708,116,3,2,1.0,2,4,0,22.0,72,61,4.5,0,41,1
EMP0765,26,Female,Bachelor's,Sales,Associate,HQ-CityA,1,9,6395,39,3,1,1.0,2,2,0,10.0,97,52,5.0,0,48,1
EMP0766,32,Male,Bachelor's,Engineering,Engineer,HQ-CityA,5,14,6194,175,6,4,2.0,2,44,0,33.0,41,60,3.7,0,31,0
EMP0767,33,Male,PhD,Finance,Analyst,Branch-CityC,9,14,6023,187,4,3,4.0,3,28,0,46.0,48,83,2.9,0,49,0
EMP0768,37,Female,Master's,Operations,Specialist,HQ-CityA,12,13,7902,20,3,2,2.0,2,15,0,52.0,85,55,5.0,0,55,1
EMP0769,22,Male,PhD,Finance,Manager,HQ-CityA,1,3,5169,53,2,3,3.0,3,3,0,59.0,80,64,4.4,3,45,0
EMP0770,48,Male,PhD,Engineering,Engineer,Branch-CityC,15,28,8395,91,4,3,3.0,3,25,0,22.0,81,54,4.1,0,50,0
EMP0771,44,Female,PhD,Finance,Manager,Remote,0,8,5275,174,5,2,2.0,4,5,0,0.0,95,93,3.8,7,59,1
EMP0772,42,Male,Bachelor's,Sales,Director,Branch-CityC,8,11,5791,165,2,4,4.0,1,56,1,20.0,51,61,2.8,5,31,0
EMP0773,33,Female,Master's,Finance,Engineer,Branch-CityB,4,13,6085,48,3,4,2.0,3,8,0,10.0,84,92,2.7,0,64,0
EMP0774,49,Female,High School,Engineering,Director,Branch-CityC,3,12,7266,59,4,1,1.0,2,38,0,96.0,76,54,2.8,7,37,1
EMP0775,40,Female,High School,Operations,Manager,HQ-CityA,19,20,7950,190,3,3,4.0,4,9,0,30.0,55,71,4.7,5,40,0
EMP0776,25,Female,Master's,Finance,Analyst,HQ-CityA,1,7,4536,115,2,3,3.0,2,27,0,27.0,47,76,4.9,0,42,1
EMP0777,37,Female,Bachelor's,Marketing,Associate,HQ-CityA,0,7,5930,108,2,3,4.0,2,29,0,19.0,50,71,3.4,0,33,0
EMP0778,23,Male,High School,Marketing,Manager,Remote,2,2,4726,1,3,3,3.0,1,8,0,0.0,87,99,3.4,8,59,0
EMP0779,56,Male,Master's,HR,Associate,HQ-CityA,7,12,7056,94,5,3,4.0,3,51,0,53.0,72,67,2.6,0,39,0
EMP0780,44,Female,Bachelor's,HR,Director,Branch-CityB,8,13,7095,39,4,3,4.0,1,11,0,15.0,88,75,3.9,7,53,0
EMP0781,34,Male,Bachelor's,Engineering,Senior Engineer,HQ-CityA,3,17,7544,90,5,3,3.0,3,11,0,73.0,41,71,5.0,0,42,0
EMP0782,41,Female,High School,Operations,Associate,HQ-CityA,15,25,9013,24,4,3,3.0,3,10,1,35.0,58,51,4.4,0,33,0
EMP0783,36,Female,Master's,HR,Director,HQ-CityA,10,24,7964,177,3,3,3.0,4,18,0,,57,92,2.5,6,45,0
EMP0784,57,Female,Master's,HR,Manager,Remote,5,12,6598,84,5,3,4.0,2,6,0,0.0,60,83,3.3,6,47,0
EMP0785,23,Female,Bachelor's,Marketing,Specialist,HQ-CityA,0,10,5725,53,2,3,3.0,3,6,0,3.0,73,70,3.3,0,43,0
EMP0786,49,Female,Master's,Sales,Senior Engineer,Branch-CityB,5,5,5048,105,4,3,4.0,3,69,0,19.0,67,89,4.2,0,57,0
EMP0787,41,Female,Bachelor's,Marketing,Manager,Remote,20,26,9040,136,2,3,2.0,4,6,0,0.0,97,55,3.9,2,61,0
EMP0788,59,Male,Master's,Operations,Director,HQ-CityA,19,19,8002,101,6,4,4.0,1,14,0,21.0,46,84,2.9,9,46,0
EMP0789,23,Male,Master's,Finance,Analyst,Branch-CityB,2,16,7511,48,3,3,2.0,2,30,0,19.0,82,75,4.0,0,58,1
EMP0790,51,Female,Master's,Engineering,Director,HQ-CityA,17,25,8533,128,2,5,3.0,3,20,1,38.0,88,92,3.8,4,57,0
EMP0791,41,Other,Bachelor's,Sales,Analyst,Branch-CityB,4,9,5905,47,4,3,3.0,2,22,1,47.0,88,78,3.4,0,59,0
EMP0792,24,Male,PhD,Finance,Manager,HQ-CityA,2,16,6977,117,2,4,3.0,4,9,0,,99,64,5.0,3,51,0
EMP0793,59,Female,Bachelor's,Finance,Analyst,HQ-CityA,3,17,7163,191,1,4,3.0,1,5,0,38.0,72,54,3.8,0,45,0
EMP0794,49,Female,Master's,Sales,Manager,Branch-CityB,9,12,5918,26,2,2,2.0,3,39,0,17.0,77,83,4.6,7,53,1
EMP0795,55,Female,PhD,Sales,Director,HQ-CityA,15,28,7891,191,4,3,3.0,2,3,0,38.0,58,64,3.0,9,39,0
EMP0796,37,Male,Bachelor's,Finance,Specialist,HQ-CityA,13,15,6653,119,2,5,3.0,2,12,0,46.0,87,58,4.7,0,42,0
EMP0797,36,Female,Bachelor's,Marketing,Specialist,Remote,8,19,7742,121,4,3,3.0,3,13,0,0.0,40,56,4.3,0,23,0
EMP0798,30,Male,Bachelor's,Operations,Manager,Branch-CityC,8,10,5969,75,0,1,2.0,1,45,0,32.0,87,65,4.8,7,51,0
EMP0799,28,Male,High School,Sales,Analyst,HQ-CityA,7,8,4271,170,3,4,1.0,2,25,0,19.0,43,94,3.6,0,54,1
EMP0800,42,Male,Bachelor's,HR,Manager,HQ-CityA,7,13,5729,158,5,4,3.0,1,6,0,19.0,94,68,3.9,3,50,0
EMP0801,42,Male,Bachelor's,Engineering,Associate,HQ-CityA,12,25,8321,117,4,3,3.0,3,1,1,40.0,47,97,3.1,0,43,0
EMP0802,40,Male,Bachelor's,Engineering,Manager,HQ-CityA,8,18,8480,142,0,3,3.0,1,12,0,68.0,58,51,4.8,9,32,0
EMP0803,47,Male,PhD,Engineering,Analyst,Branch-CityC,4,8,5110,9,4,1,2.0,1,20,0,28.0,64,98,3.9,0,44,0
EMP0804,31,Male,Bachelor's,Sales,Senior Engineer,Branch-CityB,5,10,5423,56,3,1,4.0,4,11,0,50.0,58,98,3.8,0,33,0
EMP0805,49,Female,High School,Marketing,Specialist,Branch-CityB,1,1,4850,91,2,3,4.0,2,8,1,24.0,91,89,3.4,0,58,0
EMP0806,34,Male,Bachelor's,Sales,Engineer,Remote,13,18,6326,87,5,3,3.0,2,27,0,0.0,99,69,3.4,0,50,0
EMP0807,33,Female,Bachelor's,Engineering,Manager,HQ-CityA,8,19,7465,189,1,3,4.0,2,10,0,34.0,82,75,3.6,8,43,0
EMP0808,54,Male,Bachelor's,Engineering,Manager,HQ-CityA,13,15,6316,194,1,3,2.0,2,6,0,56.0,56,92,3.8,3,37,0
EMP0809,55,Female,PhD,Engineering,Director,Branch-CityB,33,40,12285,53,5,3,,2,20,0,44.0,79,63,3.9,3,48,0
EMP0810,31,Male,Bachelor's,Sales,Specialist,HQ-CityA,6,9,6989,25,3,1,3.0,3,10,1,14.0,77,78,4.8,0,50,0
EMP0811,42,Male,PhD,Operations,Specialist,HQ-CityA,13,21,7312,53,3,2,2.0,3,35,0,41.0,64,53,3.5,0,37,1
EMP0812,50,Female,Master's,Sales,Specialist,HQ-CityA,0,6,6027,161,6,3,3.0,2,14,0,27.0,43,76,3.8,0,36,0
EMP0813,28,Male,High School,Marketing,Specialist,Branch-CityB,5,15,6617,38,2,4,4.0,2,21,0,67.0,59,81,3.8,0,46,0
EMP0814,28,Female,Bachelor's,HR,Engineer,Remote,5,19,7022,75,2,3,1.0,1,27,0,0.0,90,89,3.5,0,60,1
EMP0815,23,Female,Bachelor's,Engineering,Associate,Remote,1,11,6614,186,4,4,,3,6,0,0.0,52,80,4.4,0,38,0
EMP0816,26,Male,Bachelor's,Operations,Engineer,HQ-CityA,2,2,4064,107,7,3,1.0,3,3,0,70.0,74,91,4.0,0,45,1
EMP0817,49,Female,Bachelor's,HR,Analyst,Branch-CityB,0,8,5285,144,2,4,3.0,2,8,0,34.0,54,86,2.9,0,56,0
EMP0818,41,Female,Bachelor's,HR,Manager,Remote,2,8,5321,88,5,3,4.0,2,14,1,0.0,58,59,3.4,6,39,0
EMP0819,44,Female,Bachelor's,Marketing,Engineer,HQ-CityA,11,25,7436,143,3,4,4.0,3,42,0,24.0,99,87,4.6,0,69,0
EMP0820,52,Male,Bachelor's,HR,Associate,Branch-CityB,28,36,10609,76,1,4,3.0,2,18,0,,57,64,4.7,0,33,0
EMP0821,35,Male,Master's,Sales,Engineer,HQ-CityA,12,22,7660,30,2,3,4.0,3,59,0,13.0,84,63,3.7,0,51,0
EMP0822,47,Male,Bachelor's,HR,Senior Engineer,HQ-CityA,3,12,5345,111,3,3,3.0,3,23,0,60.0,74,99,3.1,0,61,0
EMP0823,22,Male,Master's,Operations,Associate,Branch-CityC,0,12,7475,132,3,2,2.0,3,26,0,19.0,43,69,4.7,0,38,1
EMP0824,49,Male,Bachelor's,Operations,Analyst,HQ-CityA,0,11,5477,135,2,1,4.0,2,72,0,15.0,53,54,4.5,0,31,0
EMP0825,51,Female,Bachelor's,Marketing,Director,Remote,19,33,10141,118,4,2,4.0,1,28,0,0.0,59,81,3.5,9,51,0
EMP0826,28,Male,Master's,Finance,Analyst,Branch-CityB,0,3,3686,164,5,4,2.0,3,17,0,28.0,96,65,3.9,0,50,1
EMP0827,41,Female,Bachelor's,Operations,Senior Engineer,Remote,17,22,8507,4,4,5,4.0,1,80,1,0.0,69,71,3.3,0,43,0
EMP0828,27,Male,Bachelor's,Marketing,Associate,HQ-CityA,6,19,8161,12,2,2,3.0,2,30,0,57.0,84,89,4.4,0,59,0
EMP0829,32,Female,Bachelor's,Engineering,Associate,Branch-CityB,2,11,6001,44,1,3,,3,32,0,67.0,61,85,4.7,0,43,0
EMP0830,47,Female,Bachelor's,HR,Director,Branch-CityC,0,7,4883,163,0,4,3.0,4,28,1,54.0,98,63,3.3,8,59,0
EMP0831,22,Male,High School,Marketing,Manager,HQ-CityA,1,7,5577,14,2,2,3.0,3,8,0,34.0,86,91,3.6,6,56,0
EMP0832,33,Female,Bachelor's,Finance,Director,Remote,2,3,5263,6,6,4,2.0,4,12,0,0.0,87,86,3.1,6,63,0
EMP0833,42,Female,High School,Finance,Director,Remote,1,3,5997,122,1,2,3.0,2,31,0,0.0,61,69,4.8,3,44,1
EMP0834,45,Female,PhD,Engineering,Associate,Branch-CityB,0,12,7074,140,2,2,1.0,4,37,0,4.0,92,51,3.4,0,44,1
EMP0835,34,Male,Bachelor's,Marketing,Specialist,Branch-CityC,6,16,7245,187,2,3,4.0,3,29,0,50.0,89,72,2.5,0,49,0
EMP0836,28,Male,Bachelor's,Marketing,Manager,Branch-CityB,4,5,5485,20,2,4,2.0,4,14,1,38.0,48,96,4.7,7,43,0
EMP0837,23,Female,PhD,Sales,Senior Engineer,HQ-CityA,0,3,4892,88,0,3,3.0,1,10,0,40.0,85,95,3.5,0,53,0
EMP0838,30,Male,Bachelor's,Finance,Specialist,HQ-CityA,8,12,6449,173,5,2,1.0,2,25,1,37.0,55,59,3.6,0,41,1
EMP0839,49,Female,Bachelor's,Marketing,Specialist,Branch-CityB,0,14,7432,14,3,3,3.0,1,47,0,25.0,88,82,2.8,0,55,0
EMP0840,26,Male,Bachelor's,HR,Director,HQ-CityA,3,12,7455,153,3,5,3.0,1,13,1,25.0,57,70,3.9,9,45,0
EMP0841,42,Female,Bachelor's,Engineering,Engineer,HQ-CityA,15,26,7893,139,2,3,1.0,3,25,0,17.0,82,57,3.4,0,48,1
EMP0842,55,Male,Bachelor's,Marketing,Analyst,Branch-CityB,33,40,9974,18,2,2,3.0,2,7,0,30.0,79,65,3.3,0,52,0
EMP0843,28,Male,Bachelor's,HR,Analyst,HQ-CityA,6,11,5932,112,0,4,2.0,2,41,0,41.0,44,66,3.4,0,38,0
EMP0844,36,Male,Master's,Finance,Director,Branch-CityB,7,19,7215,44,3,3,1.0,4,5,0,39.0,82,98,4.4,5,54,1
EMP0845,50,Male,High School,Finance,Manager,HQ-CityA,0,2,4092,49,4,3,4.0,1,3,1,62.0,79,75,3.6,8,47,0
EMP0846,39,Male,High School,Finance,Senior Engineer,Remote,16,23,6794,127,1,4,4.0,2,8,1,0.0,64,67,4.9,0,54,0
EMP0847,34,Female,Bachelor's,Marketing,Senior Engineer,HQ-CityA,2,11,5556,26,3,4,3.0,2,27,1,36.0,97,60,5.0,0,61,0
EMP0848,58,Male,Bachelor's,HR,Engineer,Branch-CityB,24,36,10684,119,10,3,2.0,4,23,0,12.0,72,87,2.9,0,51,0
EMP0849,24,Male,Bachelor's,Finance,Associate,Branch-CityB,3,15,7508,136,7,2,3.0,3,22,0,17.0,92,85,3.4,0,55,0
EMP0850,30,Female,Bachelor's,Operations,Manager,Branch-CityC,2,8,5413,13,0,3,3.0,3,14,0,36.0,79,53,4.7,3,45,0
EMP0851,27,Male,High School,Operations,Director,Remote,0,11,6271,173,0,3,3.0,3,27,0,0.0,61,60,4.9,7,46,0
EMP0852,26,Female,Bachelor's,Marketing,Senior Engineer,HQ-CityA,1,12,6031,101,2,3,4.0,3,5,0,57.0,49,97,4.8,0,44,0
EMP0853,42,Female,Bachelor's,HR,Associate,Branch-CityB,11,24,8598,150,3,3,3.0,2,11,0,25.0,82,61,4.7,0,46,0
EMP0854,39,Male,PhD,Operations,Director,Remote,15,15,6478,5,2,2,1.0,2,18,0,0.0,43,60,3.1,2,40,1
EMP0855,58,Male,High School,Operations,Director,HQ-CityA,18,18,7783,90,1,3,4.0,3,23,0,,52,97,3.9,7,48,0
EMP0856,32,Male,Bachelor's,Finance,Manager,HQ-CityA,5,8,5867,39,6,2,2.0,3,32,0,52.0,89,65,2.6,5,51,1
EMP0857,36,Female,Bachelor's,Engineering,Engineer,Branch-CityC,13,17,6557,163,1,1,3.0,4,27,0,34.0,98,88,3.7,0,55,0
EMP0858,54,Female,Master's,Sales,Senior Engineer,Remote,31,33,8967,88,6,3,,3,7,1,0.0,87,95,3.1,0,48,0
EMP0859,45,Female,Bachelor's,Marketing,Manager,Remote,6,20,6921,90,1,4,3.0,3,9,0,0.0,55,73,3.7,3,47,0
EMP0860,33,Male,Bachelor's,Marketing,Manager,Branch-CityC,0,12,6813,21,2,5,4.0,1,7,0,9.0,51,95,3.7,9,52,0
EMP0861,29,Male,High School,Engineering,Engineer,HQ-CityA,3,7,4466,124,6,5,3.0,2,23,1,19.0,43,50,4.0,0,38,0
EMP0862,34,Male,Master's,Sales,Associate,Branch-CityC,8,18,6789,170,4,4,1.0,2,24,0,7.0,55,77,3.4,0,49,1
EMP0863,34,Female,PhD,Operations,Associate,Branch-CityC,4,7,5966,25,1,1,4.0,2,9,0,21.0,43,83,4.5,0,31,0
EMP0864,50,Male,Master's,Operations,Analyst,HQ-CityA,24,30,9040,103,4,3,3.0,2,20,0,26.0,57,55,3.7,0,37,0
EMP0865,39,Female,Bachelor's,Sales,Analyst,HQ-CityA,17,26,6996,33,4,3,1.0,3,18,0,9.0,74,87,2.7,0,58,1
EMP0866,40,Male,Bachelor's,HR,Engineer,HQ-CityA,9,20,6100,171,4,4,2.0,3,11,0,26.0,68,97,3.9,0,59,0
EMP0867,48,Female,Bachelor's,Sales,Director,Branch-CityC,19,24,7841,15,5,3,4.0,3,77,0,42.0,86,52,2.6,4,49,0
EMP0868,51,Female,Master's,Marketing,Senior Engineer,Branch-CityB,3,12,6410,100,3,2,2.0,2,16,0,28.0,98,75,3.2,0,61,0
EMP0869,49,Female,Bachelor's,HR,Analyst,HQ-CityA,7,7,4924,172,2,3,3.0,1,32,0,51.0,83,63,2.8,0,46,0
EMP0870,34,Male,Bachelor's,Finance,Analyst,Remote,0,9,4833,193,3,4,2.0,4,30,0,0.0,75,94,4.6,0,51,1
EMP0871,30,Male,High School,Marketing,Director,HQ-CityA,1,12,6724,121,4,3,2.0,2,36,0,19.0,76,75,3.6,5,53,0
EMP0872,30,Male,Bachelor's,Sales,Analyst,HQ-CityA,4,13,5526,192,6,3,4.0,4,25,1,,50,89,3.4,0,38,0
EMP0873,59,Male,High School,Finance,Senior Engineer,HQ-CityA,11,14,7102,187,3,3,4.0,2,18,0,35.0,42,80,4.0,0,33,0
EMP0874,58,Male,Master's,Marketing,Analyst,Remote,10,13,5652,156,5,4,2.0,3,2,0,0.0,93,61,4.2,0,46,0
EMP0875,36,Male,Master's,Finance,Specialist,HQ-CityA,2,15,7225,60,7,4,3.0,3,15,0,23.0,67,78,4.0,0,52,0
EMP0876,54,Male,Bachelor's,HR,Director,HQ-CityA,12,26,9623,4,2,1,3.0,3,17,0,40.0,66,90,3.1,8,48,0
EMP0877,55,Male,PhD,HR,Senior Engineer,Branch-CityB,3,16,6337,118,4,3,2.0,1,6,0,37.0,59,63,2.8,0,40,0
EMP0878,54,Other,Bachelor's,Sales,Engineer,HQ-CityA,20,25,8100,149,1,3,2.0,4,9,0,14.0,59,97,4.1,0,43,1
EMP0879,26,Male,PhD,Engineering,Analyst,HQ-CityA,5,15,6702,49,2,3,4.0,3,19,0,17.0,82,60,4.5,0,47,0
EMP0880,37,Male,High School,Finance,Engineer,Branch-CityB,5,8,4375,79,3,4,4.0,4,16,1,18.0,66,66,3.8,0,46,0
EMP0881,34,Female,High School,Marketing,Senior Engineer,Remote,0,2,3869,189,3,4,4.0,3,17,0,0.0,49,85,3.0,0,48,0
EMP0882,57,Male,PhD,Finance,Senior Engineer,Remote,1,15,7010,134,3,3,2.0,2,1,0,0.0,75,51,4.9,0,44,0
EMP0883,58,Male,Bachelor's,Finance,Senior Engineer,Branch-CityC,1,2,4437,171,3,4,4.0,1,8,0,14.0,80,77,2.6,0,60,0
EMP0884,54,Female,Bachelor's,Operations,Specialist,HQ-CityA,7,10,5437,106,4,3,2.0,1,27,0,27.0,76,83,3.7,0,49,0
EMP0885,23,Female,High School,Marketing,Specialist,Remote,2,2,4752,55,1,3,4.0,1,11,0,0.0,69,67,4.2,0,44,0
EMP0886,42,Female,Bachelor's,Sales,Engineer,Branch-CityB,2,10,5269,124,1,5,4.0,1,15,0,18.0,55,77,3.2,0,39,0
EMP0887,44,Male,High School,Engineering,Director,HQ-CityA,2,8,6162,73,1,3,3.0,3,18,0,20.0,90,92,3.2,7,63,0
EMP0888,27,Male,Bachelor's,Finance,Specialist,Branch-CityC,0,8,6193,163,3,3,4.0,3,32,0,26.0,76,77,2.9,0,51,0
EMP0889,49,Male,Bachelor's,Marketing,Manager,HQ-CityA,18,22,7242,31,3,3,4.0,2,12,1,37.0,68,95,4.4,8,55,0
EMP0890,43,Female,Bachelor's,Engineering,Engineer,HQ-CityA,2,2,4677,45,3,1,1.0,2,28,0,29.0,84,63,2.9,0,46,1
EMP0891,57,Female,Master's,Sales,Associate,Branch-CityB,6,7,5910,184,3,4,4.0,2,20,0,56.0,95,97,4.8,0,56,0
EMP0892,30,Female,Bachelor's,Sales,Analyst,HQ-CityA,6,7,4810,102,2,3,1.0,4,5,0,22.0,86,73,3.0,0,50,1
EMP0893,42,Female,Master's,Finance,Specialist,Branch-CityB,6,14,6671,144,5,5,4.0,3,15,1,25.0,66,63,2.9,0,41,0
EMP0894,49,Male,Bachelor's,Marketing,Associate,HQ-CityA,9,17,7365,13,1,2,3.0,3,47,0,44.0,41,88,3.3,0,44,0
EMP0895,36,Male,Bachelor's,Finance,Associate,HQ-CityA,2,3,5271,65,3,5,2.0,3,14,0,29.0,68,53,4.9,0,44,1
EMP0896,56,Female,Bachelor's,HR,Manager,Branch-CityB,19,25,8731,92,2,4,4.0,3,5,1,25.0,58,76,3.3,8,47,0
EMP0897,59,Male,Bachelor's,HR,Manager,Branch-CityC,16,29,8168,58,2,1,1.0,4,22,0,36.0,91,55,4.3,9,56,1
EMP0898,35,Female,Bachelor's,HR,Specialist,Remote,2,3,4905,82,1,3,3.0,2,12,0,0.0,75,50,2.6,0,51,0
EMP0899,53,Female,Master's,HR,Specialist,Branch-CityC,24,30,8879,141,0,3,2.0,3,18,0,5.0,73,85,4.9,0,54,0
EMP0900,27,Male,High School,Sales,Analyst,Remote,2,5,4253,0,3,4,3.0,3,39,0,0.0,99,84,3.6,0,65,0
EMP0901,31,Male,Bachelor's,Finance,Associate,Branch-CityB,2,9,6702,118,3,2,1.0,3,19,0,30.0,97,63,2.7,0,50,1
EMP0902,43,Male,Master's,Finance,Manager,Branch-CityC,20,24,7500,22,4,2,3.0,2,14,0,16.0,52,85,3.2,3,45,0
EMP0903,58,Female,Bachelor's,Marketing,Engineer,Branch-CityC,7,8,5221,75,2,3,1.0,1,54,0,57.0,54,78,3.5,0,44,1
EMP0904,52,Male,Master's,Engineering,Specialist,HQ-CityA,29,33,8370,114,1,2,2.0,2,14,0,10.0,97,64,4.4,0,56,1
EMP0905,48,Female,Bachelor's,Finance,Associate,HQ-CityA,7,16,6391,177,4,3,2.0,2,18,0,18.0,49,58,2.9,0,35,0
EMP0906,55,Female,Bachelor's,Operations,Analyst,Branch-CityB,16,24,7840,55,4,3,3.0,3,13,1,51.0,83,97,4.1,0,60,0
EMP0907,45,Male,Bachelor's,Engineering,Analyst,HQ-CityA,5,8,5671,91,5,3,3.0,2,3,0,20.0,82,74,3.6,0,61,0
EMP0908,55,Male,Bachelor's,Finance,Senior Engineer,Remote,16,16,6932,30,4,3,1.0,1,10,0,0.0,63,61,4.1,0,39,1
EMP0909,55,Male,Bachelor's,HR,Director,Branch-CityC,34,40,10776,96,7,3,3.0,2,34,0,43.0,86,98,4.0,4,58,0
EMP0910,59,Male,Master's,HR,Director,HQ-CityA,5,19,7429,105,1,2,1.0,4,29,0,8.0,91,95,2.9,9,59,1
EMP0911,58,Male,Bachelor's,Sales,Manager,Branch-CityC,25,35,10416,69,2,2,3.0,2,9,0,27.0,46,84,3.1,8,38,0
EMP0912,44,Male,Bachelor's,Finance,Specialist,Branch-CityB,1,10,6380,179,2,3,3.0,2,4,0,25.0,89,75,4.6,0,50,0
EMP0913,33,Female,Bachelor's,Engineering,Analyst,Branch-CityB,7,10,5695,51,5,1,4.0,2,9,0,27.0,48,64,4.1,0,31,0
EMP0914,33,Female,Bachelor's,Finance,Director,Branch-CityC,2,2,5121,112,3,3,4.0,4,7,0,22.0,65,92,3.6,9,52,0
EMP0915,41,Female,Bachelor's,Finance,Associate,HQ-CityA,10,12,6264,68,3,3,4.0,3,18,0,59.0,81,61,3.8,0,45,0
EMP0916,37,Male,Bachelor's,HR,Specialist,HQ-CityA,8,18,7218,198,2,3,1.0,4,8,0,45.0,51,78,2.6,0,34,0
EMP0917,34,Male,Bachelor's,Finance,Specialist,Branch-CityC,3,17,7742,93,3,3,3.0,3,10,1,5.0,93,87,3.5,0,59,0
EMP0918,56,Male,Bachelor's,Marketing,Director,HQ-CityA,9,16,7508,13,2,1,2.0,3,2,0,41.0,68,68,4.7,5,39,1
EMP0919,49,Female,Master's,Finance,Director,Branch-CityB,23,26,8828,31,2,3,1.0,3,3,1,18.0,51,78,3.5,6,47,0
EMP0920,33,Female,Master's,HR,Engineer,HQ-CityA,3,12,5116,148,0,4,4.0,1,32,0,24.0,82,62,3.7,0,53,0
EMP0921,59,Female,Bachelor's,Finance,Engineer,Remote,23,23,8447,184,2,2,4.0,2,16,0,0.0,87,86,4.7,0,59,0
EMP0922,34,Female,Bachelor's,Engineering,Engineer,HQ-CityA,1,15,7006,32,3,3,4.0,3,18,0,53.0,52,70,4.4,0,33,0
EMP0923,58,Male,Bachelor's,Engineering,Specialist,HQ-CityA,1,5,5516,188,2,2,4.0,2,3,0,39.0,94,55,3.6,0,58,0
EMP0924,45,Female,Bachelor's,Operations,Associate,Remote,18,31,9459,64,5,2,3.0,2,10,1,0.0,48,93,2.9,0,48,0
EMP0925,27,Female,Master's,Sales,Director,HQ-CityA,4,16,7653,0,1,4,3.0,3,14,0,15.0,69,88,3.0,7,50,0
EMP0926,34,Male,Master's,Sales,Senior Engineer,Branch-CityB,3,5,4980,142,4,4,3.0,4,9,0,46.0,85,52,2.8,0,49,0
EMP0927,37,Female,Master's,HR,Associate,Remote,2,6,5004,83,3,3,4.0,3,7,1,0.0,67,88,4.9,0,39,0
EMP0928,32,Male,Master's,HR,Director,HQ-CityA,6,12,7466,61,5,4,4.0,3,12,0,14.0,64,77,2.8,5,46,0
EMP0929,55,Male,Master's,Engineering,Specialist,Branch-CityC,7,10,6534,78,1,5,3.0,4,34,0,26.0,49,59,3.1,0,33,0
EMP0930,45,Male,PhD,Engineering,Senior Engineer,Branch-CityC,15,16,6977,98,2,3,3.0,4,13,0,46.0,90,86,3.5,0,52,0
EMP0931,42,Male,High School,Finance,Manager,Branch-CityB,12,25,7798,30,2,3,1.0,3,18,0,12.0,92,84,2.6,5,52,1
